Game_id,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_ID,Critic_Count,Developer,Rating_Score,Rating_Count
2577,Rayman Raving Rabbids 2,DS,2007,Misc,Ubisoft,0.73,0.01,0,0.06,0.8,57,8,Ubisoft Paris,7,15
2578,The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.38,0,0.22,0.79,57,9,Maxis,7.3,10
2579,Alien,2600,1981,Action,20th Century Fox Video Games,0.74,0.04,0,0.01,0.79,50,,,5.4,
2580,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,0.66,0.02,0,0.11,0.79,73,31,Spike,8.6,61
2581,Guitar Hero: Aerosmith,PS2,2008,Misc,Activision,0.61,0,0,0.18,0.79,71,11,BudCat,6.3,15
2582,Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,LucasArts,0.43,0.29,0,0.07,0.79,48,10,Krome Studios,6.4,5
2583,Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,0,0,0.74,0.05,0.79,50,,,5.4,
2584,pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79,74,10,Konami,5.8,5
2585,Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,Ubisoft,0.61,0.16,0,0.02,0.79,79,28,Marvelous,8.9,148
2586,All Star Cheer Squad,Wii,2008,Sports,THQ,0.43,0.29,0,0.08,0.79,50,,Gorilla Games,5.2,10
2587,Momotarou Dentetsu 7,PS,1997,Simulation,Hudson Entertainment,0,0,0.74,0.05,0.79,50,,,5.4,
2588,DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.26,0.19,0.1,0.79,85,40,Ninja Theory,5.3,1471
2589,Motocross Mania,PS,2001,Racing,Take-Two Interactive,0.44,0.3,0,0.05,0.79,13,6,Deibus Studios,5.3,6
2590,EA Sports Active NFL Training Camp,Wii,2010,Sports,Electronic Arts,0.75,0,0,0.05,0.79,50,,EA Sports,4.1,
2591,Darksiders II,X360,2012,Action,THQ,0.45,0.27,0,0.07,0.79,83,63,Vigil Games,8,456
2592,Need for Speed Rivals,X360,2013,Racing,Electronic Arts,0.37,0.35,0.01,0.07,0.79,76,12,Ghost Games,5.4,107
2593,[Prototype 2],X360,2012,Action,Activision,0.48,0.24,0,0.07,0.79,74,69,Radical Entertainment,7,173
2594,Mega Man 5,NES,1992,Platform,Capcom,0.39,0.07,0.32,0.01,0.79,50,,,5.4,
2595,WCW Mayhem,N64,1999,Fighting,Electronic Arts,0.63,0.15,0,0.01,0.79,50,,,5.5,
2596,Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79,70,10,Konami,4.2,
2597,Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,78,23,From Software,8.4,19
2598,Dragon Quest Monsters 2,3DS,2014,Role-Playing,Square Enix,0,0,0.79,0,0.79,50,,,5.5,
2599,The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.23,0.01,0.08,0.79,65,72,EA Redwood Shores,6.9,60
2600,Dragon's Dogma,X360,2012,Role-Playing,Capcom,0.42,0.23,0.07,0.06,0.79,75,59,Capcom,7.8,320
2601,Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.79,87,54,Konami,7.1,680
2602,The Amazing Spider-Man (Console Version),PS3,2012,Action,Activision,0.31,0.35,0,0.13,0.79,51,,,5.5,
2603,Major League Baseball Featuring Ken Griffey Jr,N64,1998,Sports,Nintendo,0.75,0.03,0,0.01,0.79,51,,,5.5,
2604,Rare Replay,XOne,2015,Misc,Microsoft Game Studios,0.49,0.22,0.01,0.07,0.79,84,75,Rare Ltd.,7.7,325
2605,Band Hero,X360,2009,Misc,Activision,0.51,0.21,0,0.07,0.79,76,52,Neversoft Entertainment,5,30
2606,NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0,0.11,0.79,83,6,EA Tiburon,8.3,23
2607,FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,0.24,0.49,0,0.05,0.79,82,20,EA Canada,8.2,23
2608,The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0,0.25,0.79,64,5,Maxis,7.3,18
2609,Star Ocean: The Last Hope,X360,2009,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79,72,56,"Square Enix, Tri-Ace",7.2,150
2610,Sniper: Ghost Warrior,PS3,2011,Shooter,City Interactive,0.27,0.34,0.04,0.13,0.79,53,17,City Interactive,6,34
2611,Invizimals,PSP,2009,Strategy,Sony Computer Entertainment,0.17,0.5,0,0.11,0.79,69,32,Novarama,7.3,19
2612,Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,0.35,0.37,0,0.06,0.78,51,,"Sumo Digital, Playground Games",5.1,116
2613,The 7th Guest,PC,1992,Adventure,Virgin Interactive,0.02,0.77,0,0,0.78,51,,Trilobyte,5.5,
2614,WWE 2K15,PS3,2014,Sports,Take-Two Interactive,0.36,0.29,0,0.13,0.78,55,5,Yuke's,3.1,57
2615,Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78,65,80,Silicon Knights,7,458
2616,Yars' Revenge,2600,1982,Shooter,Atari,0.73,0.04,0,0.01,0.78,51,,,5.5,
2617,Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,0.42,0.25,0,0.11,0.78,81,38,EA Tiburon,7.7,9
2618,Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,Vivendi Games,0.56,0.21,0,0.01,0.78,71,4,Digital Illusions,4.3,
2619,Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0,0.05,0.78,51,,,5.5,
2620,Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,85,59,Ubisoft Shanghai,8.1,148
2621,Buzz! The Hollywood Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.17,0,0,0.61,0.78,51,,,5.5,
2622,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78,74,31,CyberConnect2,8.5,39
2623,Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,0.51,0.09,0.13,0.05,0.78,79,63,Camelot Software Planning,8.1,86
2624,Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.31,0,0.07,0.78,86,59,EA Canada,7.4,105
2625,Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,Capcom,0.43,0.3,0,0.05,0.78,51,,,5.5,
2626,Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.26,0.01,0.07,0.78,57,43,Techland,6.3,192
2627,Madden NFL 16,PS3,2015,Sports,Electronic Arts,0.57,0.06,0,0.14,0.78,51,,EA Sports,3.1,18
2628,Battle Stations,PS,1997,Strategy,Electronic Arts,0.43,0.29,0,0.05,0.78,51,,,5.5,
2629,Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.61,0.11,0,0.06,0.78,68,10,LucasArts,7.8,32
2630,The World Ends With You,DS,2007,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,88,59,Jupiter Corporation,8.9,283
2631,Drawn to Life,DS,2007,Action,THQ,0.71,0.01,0,0.06,0.78,73,34,5TH Cell,8.2,30
2632,Sid Meier's Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.09,0.78,85,39,Firaxis Games,7.7,87
2633,NBA 2K7,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0,0.11,0.78,81,12,"Kush Games, Visual Concepts",8.4,18
2634,Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,Role-Playing,ChunSoft,0,0,0.78,0,0.78,51,,,5.5,
2635,Jr. Pac-Man,2600,1983,Puzzle,Atari,0.72,0.05,0,0.01,0.78,51,,,5.5,
2636,James Bond 007: Nightfire,GC,2002,Shooter,Electronic Arts,0.6,0.16,0,0.02,0.78,80,17,Eurocom Entertainment Software,8.6,46
2637,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,Nintendo,0.37,0.22,0.13,0.06,0.78,51,,,5.5,
2638,Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,0.33,0.33,0,0.12,0.78,72,38,Eurocom Entertainment Software,6.3,52
2639,NBA ShootOut 98,PS,1998,Sports,Sony Computer Entertainment,0.43,0.29,0,0.05,0.78,51,,,5.5,
2640,Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.32,0,0.08,0.78,87,55,UBlart Montpellier,8.2,209
2641,Galaxian,2600,1982,Shooter,Atari,0.72,0.05,0,0.01,0.77,51,,,5.5,
2642,Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.34,0,0.07,0.77,48,47,Gearbox Software,3.8,449
2643,Lips,X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0,0.1,0.77,71,43,iNiS,7.4,34
2644,Andretti Racing,PS,1996,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77,51,,,5.5,
2645,Caesars Palace 2000: Millennium Gold Edition,PS,2000,Misc,Interplay,0.43,0.29,0,0.05,0.77,51,,,5.5,
2646,Air Raid,2600,1981,Action,Men-A-Vision,0.72,0.04,0,0.01,0.77,51,,,5.5,
2647,MadWorld,Wii,2009,Action,Sega,0.45,0.23,0.02,0.07,0.77,81,74,PlatinumGames,8.6,176
2648,Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,57,14,EA Games,7.1,19
2649,Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,81,75,Rare Ltd.,7.3,229
2650,Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,Electronic Arts,0.64,0.02,0,0.1,0.77,53,30,"EA Canada, Nihilistic",6.3,46
2651,Boxing,2600,1980,Fighting,Activision,0.72,0.04,0,0.01,0.77,51,,,5.5,
2652,Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77,78,13,Eden Studios,8.5,24
2653,ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,0.18,0.49,0,0.1,0.77,66,5,Ubisoft,4.4,
2654,Avatar: The Game,X360,2009,Action,Ubisoft,0.34,0.35,0,0.08,0.77,51,,,5.5,
2655,Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,0.55,0.14,0.03,0.06,0.77,52,56,Slant Six,4.9,330
2656,UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,0.53,0.18,0,0.06,0.77,70,36,THQ,6.5,15
2657,Crystal Castles,2600,1983,Action,Atari,0.72,0.04,0,0.01,0.77,51,,,5.5,
2658,Worms: Open Warfare,PSP,2006,Strategy,THQ,0.11,0.43,0,0.23,0.77,70,22,Team 17,6.6,18
2659,Puzzler World,DS,2009,Puzzle,Ubisoft,0.41,0.3,0,0.07,0.77,51,,Ubisoft,4.5,
2660,Conker's Bad Fur Day,N64,2001,Platform,THQ,0.53,0.22,0,0.02,0.77,51,,,5.5,
2661,Dragon Warrior I&II,GB,1999,Role-Playing,Enix Corporation,0,0,0.77,0,0.77,51,,,5.5,
2662,Star Wars Episode II: Attack of the Clones,GBA,2002,Action,THQ,0.55,0.2,0,0.01,0.77,38,14,David A. Palmer Productions,5,6
2663,Ghost Squad,Wii,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.77,69,42,"Artificial Mind and Movement, Polygon Magic",7.5,31
2664,Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,SCi,0.38,0.29,0,0.1,0.77,51,,,5.5,
2665,Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0,0.1,0.77,84,33,Capcom,8.7,16
2666,Donkey Kong Country 3,GBA,2005,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77,77,16,Rare Ltd.,8.4,27
2667,All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0,0.1,0.77,81,15,Acclaim Studios Austin,8.4,17
2668,Unlimited Saga,PS2,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,45,26,SquareSoft,3,29
2669,Pokemon Dash,DS,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,46,28,Ambrella,5.9,34
2670,Dragon Ball: Raging Blast,PS3,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77,57,26,Spike,7.2,58
2671,Twisted Metal: Head On,PSP,2005,Action,Sony Computer Entertainment,0.71,0,0,0.06,0.77,79,45,Incognito Inc.,8.2,38
2672,Personal Trainer: Walking,DS,2008,Sports,Nintendo,0.21,0.32,0.17,0.07,0.76,69,6,Nintendo,4.6,
2673,Sonic Unleashed,PS2,2008,Platform,Sega,0.37,0.04,0,0.36,0.76,66,5,Sonic Team,6.7,49
2674,Cabela's Deer Hunt: 2004 Season,PS2,2003,Sports,Activision Value,0.37,0.29,0,0.1,0.76,51,,Sand Grain Studios,9,40
2675,Formula 1,PS,1996,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76,51,,,5.5,
2676,Tetris Party Deluxe,DS,2010,Puzzle,Nintendo,0.28,0.3,0.12,0.07,0.76,76,11,"Tetris Online, Inc",4.7,
2677,Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,Microsoft Game Studios,0.32,0.35,0,0.08,0.76,51,,,5.5,
2678,FIFA 12,Wii,2011,Sports,Electronic Arts,0.15,0.5,0,0.11,0.76,51,,,5.5,
2679,My Baby Girl,DS,2008,Simulation,Nobilis,0.61,0.09,0,0.06,0.76,51,,Dancing Dots,4.8,
2680,Driv3r,XB,2004,Racing,Atari,0.36,0.38,0,0.03,0.76,56,57,Reflections Interactive,4.7,69
2681,Mercenaries: Playground of Destruction,PS2,2005,Action,LucasArts,0.64,0.02,0,0.1,0.76,51,,,5.5,
2682,The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.4,0.23,0.03,0.1,0.76,51,,,5.5,
2683,MTV Celebrity Deathmatch,PS2,2003,Fighting,Gotham Games,0.37,0.29,0,0.1,0.76,51,,,5.5,
2684,Street Fighter Alpha: Warriors' Dreams,PS,1995,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05,0.76,51,,,5.5,
2685,ISS Pro Evolution,PS,1998,Sports,Konami Digital Entertainment,0,0,0.71,0.05,0.76,94,4,KCET,8.7,40
2686,Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.31,0.03,0.19,0.76,52,7,Piranha Games,6.8,37
2687,Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.57,0.04,0.11,0.06,0.76,85,54,Nintendo,8,188
2688,Bayonetta 2,WiiU,2014,Action,Nintendo,0.32,0.28,0.1,0.06,0.76,91,80,PlatinumGames,8.2,1217
2689,Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,LucasArts,0.38,0.23,0,0.15,0.76,63,25,Savage Entertainment,8,41
2690,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Racing,Sega,0.37,0.32,0,0.07,0.76,51,,,5.5,
2691,Tony Hawk's Pro Skater 2,N64,2001,Sports,Activision,0.59,0.16,0,0.01,0.76,51,,,5.5,
2692,Final Fantasy II,NES,1988,Role-Playing,SquareSoft,0,0,0.76,0,0.76,51,,,5.5,
2693,Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002,Misc,Namco Bandai Games,0,0,0.76,0,0.76,51,,,5.5,
2694,Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76,51,,,5.5,
2695,Doom (2016),XOne,2016,Shooter,Bethesda Softworks,0.44,0.25,0,0.07,0.76,51,,,5.5,
2696,Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0,0.1,0.76,65,47,Sony Bend,6.9,30
2697,FIFA Soccer 11,PS2,2010,Sports,Electronic Arts,0.11,0.29,0,0.36,0.76,51,,EA Sports,6.6,7
2698,The Sims 3,3DS,2011,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76,52,29,EA Games,3.3,31
2699,Mortal Kombat: Deception,XB,2004,Fighting,Midway Games,0.61,0.12,0,0.03,0.76,81,53,Midway,8.8,24
2700,That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,0.54,0.2,0,0.01,0.76,39,6,Vicarious Visions,7.6,5
2701,DJ Hero,Wii,2009,Misc,Activision,0.45,0.23,0,0.07,0.76,87,22,Exient Entertainment,7.6,19
2702,Toy Story 3: The Video Game,X360,2010,Action,Disney Interactive Studios,0.41,0.27,0,0.07,0.76,51,,,5.5,
2703,Marvel vs. Capcom 2: New Age of Heroes,PS2,2002,Fighting,Capcom,0.31,0.24,0.13,0.08,0.76,51,,,5.5,
2704,Portal 2,PC,2011,Shooter,Valve Software,0.33,0.32,0,0.1,0.76,95,52,Valve Software,8.8,5999
2705,Duke Nukem Forever,PS3,2011,Shooter,Take-Two Interactive,0.33,0.31,0,0.12,0.76,51,48,"Gearbox Software, 3D Realms",4.9,278
2706,Star Wars: The Force Unleashed II,Wii,2010,Action,LucasArts,0.52,0.18,0,0.06,0.76,71,10,"LucasArts, Red Fly Studio",7.8,31
2707,Legends of Wrestling,PS2,2001,Fighting,Acclaim Entertainment,0.37,0.29,0,0.1,0.76,51,,,5.5,
2708,True Crime: New York City,PS2,2005,Action,Activision,0.57,0.02,0.07,0.09,0.76,51,,,5.5,
2709,Lost Planet 2,X360,2010,Shooter,Capcom,0.38,0.23,0.08,0.06,0.76,51,,,5.5,
2710,Kane & Lynch: Dead Men,X360,2007,Shooter,Eidos Interactive,0.36,0.31,0.01,0.08,0.76,51,,,5.5,
2711,Mario & Luigi: Paper Jam,3DS,2015,Role-Playing,Nintendo,0.16,0.29,0.26,0.04,0.76,51,,,5.5,
2712,Final Fantasy Legend III,GB,1991,Role-Playing,SquareSoft,0,0,0.76,0,0.76,51,,,5.5,
2713,Harry Potter and the Half-Blood Prince,Wii,2009,Action,Electronic Arts,0.28,0.39,0,0.08,0.75,60,35,EA Bright Light,6,8
2714,Wall-E,PS2,2008,Platform,THQ,0.21,0,0,0.54,0.75,67,8,Asobo Studio,8.4,9
2715,Professor Layton and the Azran Legacy,3DS,2013,Puzzle,Nintendo,0,0.48,0.25,0.03,0.75,81,58,Level 5,7.9,86
2716,Super Monkey Ball: Touch & Roll,DS,2005,Misc,Sega,0.69,0,0,0.06,0.75,51,,,5.5,
2717,Mega Man X5,PS,2000,Platform,Capcom,0.3,0.21,0.2,0.05,0.75,76,10,Capcom,8.9,55
2718,Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015,Misc,Nintendo,0.03,0.66,0.02,0.04,0.75,51,,,5.5,
2719,Titanfall 2,PS4,2016,Shooter,Electronic Arts,0.34,0.25,0.05,0.12,0.75,89,56,Respawn Entertainment,8.4,704
2720,Genji: Days of the Blade,PS3,2006,Action,Sony Computer Entertainment,0.18,0.37,0.06,0.14,0.75,55,46,Game Republic,5.8,30
2721,Metal Gear Solid V: The Phantom Pain,XOne,2015,Action,Konami Digital Entertainment,0.41,0.26,0.01,0.07,0.75,95,10,"Kojima Productions, Moby Dick Studio",7.3,900
2722,Rockstar Games presents Table Tennis,X360,2006,Sports,Take-Two Interactive,0.28,0.38,0,0.08,0.75,81,75,Rockstar San Diego,7.8,69
2723,Drawn to Life: The Next Chapter,Wii,2009,Puzzle,THQ,0.28,0.39,0,0.08,0.75,58,22,Planet Moon Studios,6,8
2724,PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,0.26,0.19,0.27,0.04,0.75,60,18,Creatures Inc.,7,27
2725,DJ Hero 2,PS3,2010,Misc,Activision,0.47,0.19,0,0.1,0.75,86,46,FreeStyleGames,7.8,22
2726,WWE SmackDown vs. Raw 2009,PSP,2008,Fighting,THQ,0.41,0.2,0,0.14,0.75,72,9,Yuke's,6,9
2727,LEGO Batman 2: DC Super Heroes,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.41,0.28,0,0.06,0.75,72,6,TT Games,5.2,25
2728,SoulCalibur V,PS3,2012,Fighting,Namco Bandai Games,0.35,0.23,0.07,0.09,0.75,81,53,Project Soul,6.7,150
2729,Shark Tale,PS2,2004,Action,Activision,0.37,0.29,0,0.1,0.75,69,30,Edge of Reality,6.5,6
2730,San Francisco Rush: Extreme Racing,N64,1997,Racing,GT Interactive,0.63,0.11,0,0.01,0.75,51,,,5.5,
2731,Zone of the Enders,PS2,2001,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75,78,21,KCEJ,7.4,49
2732,Street Fighter EX Plus Alpha,PS,1997,Fighting,Virgin Interactive,0.28,0.19,0.23,0.05,0.75,51,,,5.5,
2733,Kane & Lynch: Dead Men,PS3,2007,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13,0.75,51,,,5.5,
2734,Deer Drive,Wii,2009,Sports,Big Ben Interactive,0.66,0.04,0,0.05,0.75,51,,Kouyousha,4.9,
2735,Pro Evolution Soccer 2015,PS4,2014,Sports,Konami Digital Entertainment,0.09,0.45,0.11,0.1,0.75,82,56,Konami,7.2,386
2736,Tony Hawk's Underground 2,XB,2004,Sports,Activision,0.48,0.24,0,0.03,0.75,83,55,Neversoft Entertainment,7.8,12
2737,Madden NFL 06,PSP,2005,Sports,Electronic Arts,0.69,0,0,0.06,0.75,75,23,EA Tiburon,7.9,16
2738,We Sing,Wii,2009,Misc,Nordic Games,0,0.67,0,0.08,0.75,51,,,5.5,
2739,Raving Rabbids: Travel in Time,Wii,2010,Adventure,Ubisoft,0.21,0.46,0,0.08,0.75,62,24,Ubisoft,7.6,14
2740,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75,81,22,Capcom,7.9,27
2741,MVP 06 NCAA Baseball,PS2,2006,Sports,Electronic Arts,0.62,0.02,0,0.1,0.75,76,27,EA Canada,9,18
2742,Turok,X360,2008,Action,Touchstone,0.46,0.2,0.01,0.07,0.75,69,63,Propaganda Games,7.1,120
2743,Final Fantasy XIV: A Realm Reborn,PS4,2014,Role-Playing,Square Enix,0.33,0.23,0.08,0.11,0.75,51,,,5.5,
2744,Coded Arms,PSP,2005,Shooter,Konami Digital Entertainment,0.28,0.29,0,0.17,0.75,59,42,Konami,6.5,61
2745,Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,0.38,0.03,0.3,0.04,0.75,80,47,Square Enix,6.9,106
2746,Jump Ultimate Stars,DS,2006,Fighting,Nintendo,0,0,0.74,0,0.74,51,,,5.5,
2747,Jampack Summer 2001,PS2,2001,Misc,Sony Computer Entertainment,0.36,0.28,0,0.1,0.74,51,,,5.5,
2748,The Lord of the Rings: Conquest,PS3,2009,Action,Electronic Arts,0.38,0.25,0,0.11,0.74,54,45,Pandemic Studios,7.1,57
2749,Band Hero,PS3,2009,Misc,Activision,0.41,0.23,0,0.11,0.74,76,45,Neversoft Entertainment,5.7,9
2750,Burnout,PS2,2001,Racing,Acclaim Entertainment,0.36,0.28,0,0.1,0.74,79,25,Criterion Games,7.7,33
2751,Spectrobes,DS,2007,Role-Playing,Disney Interactive Studios,0.66,0.02,0,0.06,0.74,63,37,Jupiter Corporation,7.9,31
2752,Rhythm Heaven: The Best+,3DS,2015,Misc,Nintendo,0,0.03,0.72,0,0.74,51,,,5.5,
2753,Yu-Gi-Oh! Dungeon Dice Monsters,GBA,2001,Misc,Konami Digital Entertainment,0.42,0.16,0.15,0.01,0.74,51,,,5.5,
2754,The Godfather II,PS3,2009,Action,Electronic Arts,0.41,0.21,0.01,0.1,0.74,67,53,EA Redwood Shores,7.2,50
2755,Mortal Kombat: Unchained,PSP,2006,Fighting,Midway Games,0.67,0.01,0,0.06,0.74,70,19,JGI Entertainment,8.8,31
2756,Need for Speed: Shift,PSP,2009,Racing,Electronic Arts,0.16,0.37,0.01,0.21,0.74,69,11,EA Bright Light,6.5,31
2757,Dark Souls II,X360,2014,Role-Playing,Namco Bandai Games,0.48,0.18,0.01,0.07,0.74,91,30,From Software,7.9,915
2758,Sega Superstars Tennis,DS,2008,Sports,Sega,0.29,0.37,0,0.08,0.74,65,19,Sumo Digital,5,
2759,Assassin's Creed: Revelations,PC,2011,Action,Ubisoft,0.14,0.48,0,0.12,0.74,80,20,Ubisoft Montreal,7.4,771
2760,Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,Square Enix,0.29,0.27,0.06,0.11,0.74,51,,,5.5,
2761,[Prototype 2],PS3,2012,Action,Activision,0.36,0.28,0,0.1,0.74,79,39,Radical Entertainment,6.8,179
2762,Midnight Club 3: DUB Edition,XB,2005,Racing,Take-Two Interactive,0.61,0.1,0,0.03,0.74,84,53,Rockstar San Diego,7.4,40
2763,Resident Evil: Revelations,PS3,2013,Action,Capcom,0.14,0.29,0.22,0.09,0.74,74,30,Capcom,7.2,204
2764,Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,Ubisoft,0.42,0.19,0,0.13,0.74,60,20,Ubisoft Montreal,7.1,31
2765,The Lord of the Rings: The Two Towers,GBA,2002,Action,Electronic Arts,0.53,0.2,0,0.01,0.74,51,,,5.5,
2766,Tiger Woods PGA Tour 2001,PS2,2001,Sports,Electronic Arts,0.36,0.28,0,0.09,0.74,74,19,Stormfront Studios,5.1,
2767,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,2015,Action,Square Enix,0.17,0.13,0.37,0.06,0.74,51,,,5.5,
2768,Red Faction: Guerrilla,PS3,2009,Shooter,THQ,0.33,0.27,0.02,0.12,0.74,85,56,Volition Inc.,8.1,136
2769,The Elder Scrolls V: Skyrim,XOne,2016,Role-Playing,Bethesda Softworks,0.41,0.27,0,0.07,0.74,51,,,5.5,
2770,Jet Moto 3,PS,1999,Racing,Sony Computer Entertainment,0.41,0.28,0,0.05,0.74,51,,,5.5,
2771,Ace Combat: Assault Horizon,PS3,2011,Action,Namco Bandai Games,0.3,0.15,0.22,0.07,0.74,77,28,Project Aces,6.7,82
2772,X-Men Origins: Wolverine - Uncaged Edition,PS3,2009,Action,Activision,0.31,0.31,0,0.12,0.74,51,,,5.5,
2773,Unreal Championship,XB,2002,Shooter,Atari,0.59,0.12,0,0.03,0.74,83,29,Digital Extremes,8.2,24
2774,WarioWare: Twisted!,GBA,2016,Puzzle,Unknown,0.16,0.06,0.5,0.02,0.74,51,,,5.5,
2775,Lego Batman 3: Beyond Gotham,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.28,0,0.12,0.74,51,,TT Games,6.7,11
2776,Crysis 2,PC,2011,Action,Electronic Arts,0.16,0.45,0,0.13,0.74,86,42,Crytek,6.8,1594
2777,Tales of Vesperia,X360,2008,Role-Playing,Atari,0.32,0.17,0.19,0.05,0.74,79,67,Bandai Namco Games,8.2,264
2778,MLB 13: The Show,PS3,2013,Sports,Sony Computer Entertainment,0.67,0,0,0.07,0.74,87,36,SCEA San Diego Studios,7.8,114
2779,LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74,82,8,TT Games,8,71
2780,Namco Museum Remix,Wii,2007,Misc,Atari,0.68,0,0,0.05,0.74,49,18,TOSE,6.3,4
2781,NBA 2K16,PS3,2015,Sports,Take-Two Interactive,0.45,0.12,0.03,0.13,0.74,51,,Visual Concepts,4.6,13
